CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_01G037100V5,CHLRE_02G116050V5,CHLRE_05G244200V5,CHLRE_02G075800V5,CHLRE_02G074511V5,CHLRE_01G028900V5,CHLRE_05G242600V5,CHLRE_08G358575V5,CHLRE_12G521000V5,CHLRE_01G031550V5,CHLRE_03G153306V5,CHLRE_01G020100V5,CHLRE_01G009250V5
CHLRE_01G037150V5,CHLRE_02G117650V5,CHLRE_05G234653V5,CHLRE_02G078200V5,CHLRE_02G074850V5,CHLRE_01G029150V5,CHLRE_05G244050V5,CHLRE_08G359350V5,CHLRE_12G528850V5,CHLRE_01G032200V5,CHLRE_03G156800V5,CHLRE_01G020182V5,CHLRE_01G009300V5
CHLRE_01G037600V5,CHLRE_02G117700V5,CHLRE_05G234659V5,CHLRE_02G078550V5,CHLRE_02G075800V5,CHLRE_01G029700V5,CHLRE_05G234638V5,CHLRE_08G365351V5,CHLRE_12G529000V5,CHLRE_01G032700V5,CHLRE_03G158800V5,CHLRE_01G020223V5,CHLRE_01G009550V5
CHLRE_01G038200V5,CHLRE_02G118200V5,CHLRE_05G236039V5,CHLRE_02G078750V5,CHLRE_02G077250V5,CHLRE_01G029800V5,CHLRE_05G235850V5,CHLRE_08G369500V5,CHLRE_12G559800V5,CHLRE_01G033900V5,CHLRE_03G159254V5,CHLRE_01G020264V5,CHLRE_01G009575V5
CHLRE_01G038900V5,CHLRE_02G119850V5,CHLRE_06G249800V5,CHLRE_02G078950V5,CHLRE_02G078500V5,CHLRE_01G029900V5,CHLRE_05G239700V5,CHLRE_08G377600V5,CHLRE_12G558150V5,CHLRE_01G033950V5,CHLRE_03G160100V5,CHLRE_01G020701V5,CHLRE_01G009650V5
CHLRE_01G039150V5,CHLRE_02G120250V5,CHLRE_06G258550V5,CHLRE_02G079351V5,CHLRE_02G078777V5,CHLRE_01G030350V5,CHLRE_05G233304V5,CHLRE_08G379000V5,CHLRE_12G555150V5,CHLRE_01G034100V5,CHLRE_03G160700V5,CHLRE_01G020750V5,CHLRE_01G009700V5
CHLRE_01G039702V5,CHLRE_09G387450V5,CHLRE_06G263289V5,CHLRE_02G080450V5,CHLRE_02G078885V5,CHLRE_01G030400V5,CHLRE_05G234100V5,CHLRE_08G382750V5,CHLRE_12G546200V5,CHLRE_01G034451V5,CHLRE_03G164700V5,CHLRE_01G020800V5,CHLRE_01G009765V5
CHLRE_01G041150V5,CHLRE_09G387950V5,CHLRE_06G264350V5,CHLRE_02G083450V5,CHLRE_02G079100V5,CHLRE_01G030500V5,CHLRE_06G249800V5,CHLRE_18G748897V5,CHLRE_12G541500V5,CHLRE_01G035050V5,CHLRE_03G165950V5,CHLRE_01G020918V5,CHLRE_01G009800V5
CHLRE_01G041300V5,CHLRE_09G389000V5,CHLRE_06G267050V5,CHLRE_02G083500V5,CHLRE_02G079500V5,CHLRE_01G030700V5,CHLRE_06G252550V5,CHLRE_09G403800V5,CHLRE_13G583050V5,CHLRE_01G035350V5,CHLRE_03G166950V5,CHLRE_01G020950V5,CHLRE_01G009900V5
CHLRE_01G042450V5,CHLRE_09G389050V5,CHLRE_06G268550V5,CHLRE_02G084250V5,CHLRE_02G079600V5,CHLRE_01G030950V5,CHLRE_06G257300V5,CHLRE_09G394510V5,CHLRE_13G592000V5,CHLRE_01G035650V5,CHLRE_03G168250V5,CHLRE_01G021050V5,CHLRE_01G010000V5
CHLRE_01G042850V5,CHLRE_09G388097V5,CHLRE_06G278164V5,CHLRE_02G084300V5,CHLRE_02G080150V5,CHLRE_01G031250V5,CHLRE_06G258700V5,CHLRE_09G395213V5,CHLRE_13G592550V5,CHLRE_01G036350V5,CHLRE_03G168350V5,CHLRE_01G021100V5,CHLRE_01G010150V5
CHLRE_01G042950V5,CHLRE_09G388319V5,CHLRE_06G280650V5,CHLRE_02G084900V5,CHLRE_02G080450V5,CHLRE_01G031600V5,CHLRE_06G260100V5,CHLRE_09G400404V5,CHLRE_13G605200V5,CHLRE_01G036400V5,CHLRE_03G168750V5,CHLRE_01G021150V5,CHLRE_01G010201V5
CHLRE_01G043550V5,CHLRE_09G389208V5,CHLRE_06G281450V5,CHLRE_02G086600V5,CHLRE_02G081300V5,CHLRE_01G031951V5,CHLRE_06G260200V5,CHLRE_09G405650V5,CHLRE_14G619050V5,CHLRE_01G037200V5,CHLRE_03G169800V5,CHLRE_01G021251V5,CHLRE_01G010250V5
CHLRE_01G043600V5,CHLRE_09G390356V5,CHLRE_06G283300V5,CHLRE_02G088500V5,CHLRE_02G083300V5,CHLRE_01G032300V5,CHLRE_06G266300V5,CHLRE_09G406200V5,CHLRE_14G627700V5,CHLRE_01G037350V5,CHLRE_03G170600V5,CHLRE_01G021400V5,CHLRE_01G010300V5
CHLRE_01G043700V5,CHLRE_09G391652V5,CHLRE_06G283400V5,CHLRE_02G089350V5,CHLRE_02G084250V5,CHLRE_01G033200V5,CHLRE_06G270000V5,CHLRE_10G420950V5,CHLRE_14G628752V5,CHLRE_01G037600V5,CHLRE_03G170850V5,CHLRE_01G021450V5,CHLRE_01G010450V5
CHLRE_01G044150V5,CHLRE_09G386912V5,CHLRE_06G283600V5,CHLRE_02G089450V5,CHLRE_02G086200V5,CHLRE_01G033300V5,CHLRE_06G278129V5,CHLRE_10G422450V5,CHLRE_16G652050V5,CHLRE_01G037950V5,CHLRE_03G175851V5,CHLRE_01G021500V5,CHLRE_01G010500V5
CHLRE_01G044276V5,CHLRE_02G146750V5,CHLRE_06G293400V5,CHLRE_02G090100V5,CHLRE_02G087100V5,CHLRE_01G033450V5,CHLRE_06G278164V5,CHLRE_10G424350V5,CHLRE_16G655550V5,CHLRE_01G038900V5,CHLRE_03G177053V5,CHLRE_01G021550V5,CHLRE_01G010650V5
CHLRE_01G044350V5,CHLRE_02G146000V5,CHLRE_06G294950V5,CHLRE_02G090850V5,CHLRE_02G087350V5,CHLRE_01G033832V5,CHLRE_06G278165V5,CHLRE_10G426292V5,CHLRE_16G663750V5,CHLRE_01G039050V5,CHLRE_03G177250V5,CHLRE_01G021600V5,CHLRE_01G010800V5
CHLRE_01G044750V5,CHLRE_02G145350V5,CHLRE_06G297516V5,CHLRE_02G092250V5,CHLRE_02G092076V5,CHLRE_01G034350V5,CHLRE_06G278193V5,CHLRE_10G430850V5,CHLRE_16G672753V5,CHLRE_01G039150V5,CHLRE_03G183150V5,CHLRE_01G021650V5,CHLRE_01G010816V5
CHLRE_01G045200V5,CHLRE_02G145250V5,CHLRE_06G298100V5,CHLRE_02G092350V5,CHLRE_02G093750V5,CHLRE_01G034451V5,CHLRE_06G278209V5,CHLRE_10G435850V5,CHLRE_16G688633V5,CHLRE_01G040000V5,CHLRE_03G183451V5,CHLRE_01G021750V5,CHLRE_01G010880V5
CHLRE_01G045902V5,CHLRE_02G145231V5,CHLRE_06G300450V5,CHLRE_02G092700V5,CHLRE_02G093800V5,CHLRE_01G034900V5,CHLRE_06G281000V5,CHLRE_10G437900V5,CHLRE_16G689250V5,CHLRE_01G040379V5,CHLRE_03G186000V5,CHLRE_01G021850V5,CHLRE_01G011250V5
CHLRE_01G045640V5,CHLRE_02G142000V5,CHLRE_06G301450V5,CHLRE_02G093350V5,CHLRE_02G094250V5,CHLRE_01G035050V5,CHLRE_06G281450V5,CHLRE_10G438250V5,CHLRE_16G690350V5,CHLRE_01G040400V5,CHLRE_03G187850V5,CHLRE_01G022050V5,CHLRE_01G012200V5
CHLRE_01G047300V5,CHLRE_03G144084V5,CHLRE_06G306900V5,CHLRE_02G093800V5,CHLRE_02G094700V5,CHLRE_01G035400V5,CHLRE_06G281700V5,CHLRE_10G438400V5,CHLRE_16G670750V5,CHLRE_01G040950V5,CHLRE_03G190750V5,CHLRE_01G022100V5,CHLRE_01G012350V5
CHLRE_01G048650V5,CHLRE_03G144124V5,CHLRE_07G312150V5,CHLRE_02G093950V5,CHLRE_02G095050V5,CHLRE_01G035450V5,CHLRE_06G283600V5,CHLRE_10G442500V5,CHLRE_16G667450V5,CHLRE_01G042150V5,CHLRE_03G192750V5,CHLRE_01G022350V5,CHLRE_01G012400V5
CHLRE_01G051350V5,CHLRE_03G144204V5,CHLRE_07G318800V5,CHLRE_02G094050V5,CHLRE_02G097050V5,CHLRE_01G035750V5,CHLRE_06G285001V5,CHLRE_10G442550V5,CHLRE_16G683150V5,CHLRE_01G043300V5,CHLRE_03G192950V5,CHLRE_01G022450V5,CHLRE_01G013050V5
CHLRE_01G051450V5,CHLRE_03G144224V5,CHLRE_07G325721V5,CHLRE_02G094350V5,CHLRE_02G097100V5,CHLRE_01G036150V5,CHLRE_06G298000V5,CHLRE_10G450950V5,CHLRE_16G680050V5,CHLRE_01G044850V5,CHLRE_03G193250V5,CHLRE_01G022500V5,CHLRE_01G013200V5
CHLRE_01G052150V5,CHLRE_03G144284V5,CHLRE_07G325722V5,CHLRE_02G094700V5,CHLRE_02G097150V5,CHLRE_01G036400V5,CHLRE_06G299900V5,CHLRE_10G454400V5,CHLRE_16G672250V5,CHLRE_01G045200V5,CHLRE_03G195410V5,CHLRE_01G022600V5,CHLRE_01G014150V5
CHLRE_01G052250V5,CHLRE_03G144304V5,CHLRE_07G325742V5,CHLRE_02G095300V5,CHLRE_02G097213V5,CHLRE_01G036850V5,CHLRE_06G301450V5,CHLRE_10G464200V5,CHLRE_16G678549V5,CHLRE_01G045700V5,CHLRE_03G195550V5,CHLRE_01G022650V5,CHLRE_01G014200V5
CHLRE_01G053200V5,CHLRE_03G145547V5,CHLRE_07G325744V5,CHLRE_02G095900V5,CHLRE_02G100000V5,CHLRE_01G036900V5,CHLRE_06G305850V5,CHLRE_10G466500V5,CHLRE_17G709900V5,CHLRE_01G047700V5,CHLRE_03G195850V5,CHLRE_01G022900V5,CHLRE_01G014250V5
CHLRE_01G053288V5,CHLRE_03G145587V5,CHLRE_07G327850V5,CHLRE_02G096800V5,CHLRE_02G100450V5,CHLRE_01G037050V5,CHLRE_06G309450V5,CHLRE_11G467693V5,CHLRE_17G730600V5,CHLRE_01G048150V5,CHLRE_03G197300V5,CHLRE_01G023000V5,CHLRE_01G014450V5
CHLRE_01G053600V5,CHLRE_03G145647V5,CHLRE_07G328075V5,CHLRE_02G097334V5,CHLRE_02G100633V5,CHLRE_01G037300V5,CHLRE_06G310800V5,CHLRE_11G468200V5,CHLRE_17G739150V5,CHLRE_01G049132V5,CHLRE_03G206750V5,CHLRE_01G023050V5,CHLRE_01G014950V5
CHLRE_01G054750V5,CHLRE_03G149350V5,CHLRE_07G328500V5,CHLRE_02G097600V5,CHLRE_02G100750V5,CHLRE_01G037700V5,CHLRE_07G312150V5,CHLRE_02G095139V5,CHLRE_17G745297V5,CHLRE_01G049500V5,CHLRE_03G206250V5,CHLRE_01G023100V5,CHLRE_01G015700V5
CHLRE_01G054850V5,CHLRE_03G150800V5,CHLRE_07G329400V5,CHLRE_02G097900V5,CHLRE_02G101150V5,CHLRE_01G038350V5,CHLRE_07G318750V5,CHLRE_11G476050V5,,CHLRE_01G049650V5,CHLRE_03G205650V5,CHLRE_01G023200V5,CHLRE_01G015750V5
CHLRE_01G055316V5,CHLRE_03G152650V5,CHLRE_07G329500V5,CHLRE_02G098150V5,CHLRE_02G101300V5,CHLRE_01G038550V5,CHLRE_07G322400V5,CHLRE_11G477450V5,,CHLRE_01G050150V5,CHLRE_03G204850V5,CHLRE_01G023400V5,CHLRE_01G015850V5
CHLRE_01G055444V5,CHLRE_03G153900V5,CHLRE_07G329900V5,CHLRE_02G098650V5,CHLRE_02G101400V5,CHLRE_01G038600V5,CHLRE_07G329900V5,CHLRE_11G481000V5,,CHLRE_01G050350V5,CHLRE_03G204800V5,CHLRE_01G023773V5,CHLRE_01G016400V5
CHLRE_01G055457V5,CHLRE_03G154200V5,CHLRE_07G333450V5,CHLRE_02G100050V5,CHLRE_02G101700V5,CHLRE_01G038900V5,CHLRE_07G330900V5,CHLRE_11G481700V5,,CHLRE_01G050550V5,CHLRE_03G202150V5,CHLRE_01G023787V5,CHLRE_01G016542V5
CHLRE_01G055600V5,CHLRE_03G156150V5,CHLRE_07G337914V5,CHLRE_02G100100V5,CHLRE_02G101750V5,CHLRE_01G039250V5,CHLRE_07G336900V5,CHLRE_11G482050V5,,CHLRE_01G051174V5,CHLRE_03G201950V5,CHLRE_01G023850V5,CHLRE_01G016700V5
CHLRE_01G058521V5,CHLRE_03G159300V5,CHLRE_07G352250V5,CHLRE_02G100850V5,CHLRE_02G103150V5,CHLRE_01G040379V5,CHLRE_07G338100V5,CHLRE_11G482850V5,,CHLRE_01G051350V5,CHLRE_03G199650V5,CHLRE_01G023913V5,CHLRE_01G017250V5
CHLRE_01G059252V5,CHLRE_03G159900V5,CHLRE_07G353250V5,CHLRE_02G101150V5,CHLRE_02G104150V5,CHLRE_01G040900V5,CHLRE_07G338665V5,CHLRE_11G482952V5,,CHLRE_01G051450V5,CHLRE_03G212081V5,CHLRE_01G023950V5,CHLRE_01G017450V5
CHLRE_01G059617V5,CHLRE_03G160600V5,CHLRE_07G353400V5,CHLRE_02G102776V5,CHLRE_02G104300V5,CHLRE_01G041800V5,CHLRE_07G338750V5,CHLRE_12G484000V5,,CHLRE_01G051550V5,CHLRE_03G210289V5,CHLRE_01G024100V5,CHLRE_01G017500V5
CHLRE_01G060347V5,CHLRE_03G163700V5,CHLRE_07G356900V5,CHLRE_02G103350V5,CHLRE_02G104951V5,CHLRE_01G042300V5,CHLRE_07G338850V5,CHLRE_12G484350V5,,CHLRE_01G051625V5,CHLRE_03G209393V5,CHLRE_01G024150V5,CHLRE_01G018050V5
CHLRE_01G061442V5,CHLRE_03G165950V5,CHLRE_08G361900V5,CHLRE_02G103950V5,CHLRE_02G105350V5,CHLRE_01G042800V5,CHLRE_07G339600V5,CHLRE_12G495600V5,,CHLRE_01G051750V5,CHLRE_03G204577V5,CHLRE_01G024200V5,CHLRE_01G018450V5
CHLRE_01G062537V5,CHLRE_03G166000V5,CHLRE_08G365351V5,CHLRE_02G104050V5,CHLRE_02G105550V5,CHLRE_01G042900V5,CHLRE_07G351150V5,CHLRE_12G487601V5,,CHLRE_01G051800V5,CHLRE_03G200655V5,CHLRE_01G024250V5,CHLRE_01G019450V5
CHLRE_01G069107V5,CHLRE_03G166650V5,CHLRE_08G366600V5,CHLRE_02G105650V5,CHLRE_02G106450V5,CHLRE_01G043000V5,CHLRE_07G357250V5,CHLRE_12G506850V5,,CHLRE_01G052150V5,CHLRE_04G216826V5,CHLRE_01G024251V5,CHLRE_01G019650V5
CHLRE_02G074650V5,CHLRE_03G167300V5,CHLRE_08G367300V5,CHLRE_02G105750V5,CHLRE_02G107000V5,CHLRE_01G043150V5,CHLRE_08G358580V5,CHLRE_12G506851V5,,CHLRE_01G052450V5,CHLRE_04G217500V5,CHLRE_01G024300V5,CHLRE_01G019900V5
CHLRE_02G074900V5,CHLRE_50G761497V5,CHLRE_08G368200V5,CHLRE_02G106450V5,CHLRE_02G108000V5,CHLRE_01G043200V5,CHLRE_08G360050V5,CHLRE_12G502901V5,,CHLRE_01G052800V5,CHLRE_04G217910V5,CHLRE_01G024350V5,CHLRE_01G020100V5
CHLRE_02G075050V5,CHLRE_03G169800V5,CHLRE_08G368850V5,CHLRE_02G106850V5,CHLRE_02G108450V5,CHLRE_01G043250V5,CHLRE_08G360850V5,CHLRE_12G498800V5,,CHLRE_01G052850V5,CHLRE_04G217924V5,CHLRE_01G024400V5,CHLRE_01G020450V5
CHLRE_02G075350V5,CHLRE_03G170350V5,CHLRE_08G373100V5,CHLRE_02G107950V5,CHLRE_02G108800V5,CHLRE_01G043350V5,CHLRE_08G361350V5,CHLRE_12G498500V5,,CHLRE_01G053288V5,CHLRE_04G217943V5,CHLRE_01G024750V5,CHLRE_01G020500V5
CHLRE_02G075400V5,CHLRE_03G172550V5,CHLRE_08G375450V5,CHLRE_02G108000V5,CHLRE_02G109333V5,CHLRE_01G043700V5,CHLRE_08G364351V5,CHLRE_12G514100V5,,CHLRE_01G053500V5,CHLRE_04G217951V5,CHLRE_01G024800V5,CHLRE_01G021500V5
CHLRE_02G075700V5,CHLRE_03G173250V5,CHLRE_08G381850V5,CHLRE_02G108750V5,CHLRE_02G110250V5,CHLRE_01G045902V5,CHLRE_08G364800V5,CHLRE_12G517451V5,,CHLRE_01G054100V5,CHLRE_04G214800V5,CHLRE_01G024850V5,CHLRE_01G022000V5
CHLRE_02G075800V5,CHLRE_03G173300V5,CHLRE_08G381950V5,CHLRE_02G109100V5,CHLRE_02G110700V5,CHLRE_01G046600V5,CHLRE_08G365150V5,CHLRE_12G520100V5,,CHLRE_01G054400V5,CHLRE_04G213950V5,CHLRE_01G024950V5,CHLRE_01G022050V5
CHLRE_02G075900V5,CHLRE_03G174350V5,CHLRE_08G385650V5,CHLRE_02G110900V5,CHLRE_02G111750V5,CHLRE_01G045601V5,CHLRE_08G365200V5,CHLRE_12G521000V5,,CHLRE_01G054750V5,CHLRE_04G217950V5,CHLRE_01G025000V5,CHLRE_01G022400V5
CHLRE_02G076100V5,CHLRE_03G176325V5,CHLRE_08G385900V5,CHLRE_02G111150V5,CHLRE_02G114900V5,CHLRE_01G046237V5,CHLRE_08G365205V5,CHLRE_12G521900V5,,CHLRE_01G055412V5,CHLRE_04G218150V5,CHLRE_01G025250V5,CHLRE_01G022550V5
CHLRE_02G076300V5,CHLRE_03G176500V5,CHLRE_09G401000V5,CHLRE_02G111750V5,CHLRE_02G115000V5,CHLRE_01G046800V5,CHLRE_08G365300V5,CHLRE_12G524700V5,,CHLRE_01G055424V5,CHLRE_04G218350V5,CHLRE_01G025350V5,CHLRE_01G022681V5
CHLRE_02G076466V5,CHLRE_03G176961V5,CHLRE_09G400300V5,CHLRE_02G113000V5,CHLRE_02G115500V5,CHLRE_01G046850V5,CHLRE_08G365351V5,CHLRE_12G526883V5,,CHLRE_01G055457V5,CHLRE_04G219725V5,CHLRE_01G025551V5,CHLRE_01G022850V5
CHLRE_02G076987V5,CHLRE_03G177250V5,CHLRE_09G393250V5,CHLRE_02G113200V5,CHLRE_02G115850V5,CHLRE_01G047350V5,CHLRE_08G365825V5,CHLRE_12G527150V5,,CHLRE_02G073150V5,CHLRE_04G224350V5,CHLRE_01G025600V5,CHLRE_01G022900V5
CHLRE_02G078950V5,CHLRE_03G177650V5,CHLRE_09G391350V5,CHLRE_02G113250V5,CHLRE_02G115950V5,CHLRE_01G047400V5,CHLRE_08G365851V5,CHLRE_12G535450V5,,CHLRE_02G073400V5,CHLRE_04G224883V5,CHLRE_01G025650V5,CHLRE_01G023250V5
CHLRE_02G079500V5,CHLRE_03G179050V5,CHLRE_09G393839V5,CHLRE_02G113850V5,CHLRE_02G116000V5,CHLRE_01G048250V5,CHLRE_08G368200V5,CHLRE_12G558150V5,,CHLRE_02G073450V5,CHLRE_04G226700V5,CHLRE_01G025767V5,CHLRE_01G023800V5
CHLRE_02G079600V5,CHLRE_03G179350V5,CHLRE_09G396735V5,CHLRE_02G115500V5,CHLRE_02G116450V5,CHLRE_01G049300V5,CHLRE_08G368300V5,CHLRE_12G551100V5,,CHLRE_02G074050V5,CHLRE_04G227400V5,CHLRE_01G025808V5,CHLRE_01G024500V5
CHLRE_02G080050V5,CHLRE_03G179750V5,CHLRE_09G407750V5,CHLRE_02G116700V5,CHLRE_02G116700V5,CHLRE_01G049350V5,CHLRE_08G369050V5,CHLRE_12G550800V5,,CHLRE_02G074300V5,CHLRE_52G761647V5,CHLRE_01G025950V5,CHLRE_01G024550V5
CHLRE_02G080450V5,CHLRE_03G181200V5,CHLRE_09G409500V5,CHLRE_02G117150V5,CHLRE_02G117350V5,CHLRE_01G049400V5,CHLRE_08G369100V5,CHLRE_12G550400V5,,CHLRE_02G075050V5,CHLRE_04G227650V5,CHLRE_01G025983V5,CHLRE_01G025000V5
CHLRE_02G080750V5,CHLRE_03G183300V5,CHLRE_09G417000V5,CHLRE_02G118200V5,CHLRE_02G118200V5,CHLRE_01G049450V5,CHLRE_08G369200V5,CHLRE_12G543900V5,,CHLRE_02G076650V5,CHLRE_04G228000V5,CHLRE_01G026050V5,CHLRE_01G025767V5
CHLRE_02G081300V5,CHLRE_03G185200V5,CHLRE_10G418050V5,CHLRE_02G119300V5,CHLRE_02G119500V5,CHLRE_01G049650V5,CHLRE_08G370950V5,CHLRE_12G541550V5,,CHLRE_02G076800V5,CHLRE_04G228900V5,CHLRE_01G026100V5,CHLRE_01G026050V5
CHLRE_02G081750V5,CHLRE_03G185800V5,CHLRE_10G420100V5,CHLRE_02G119751V5,CHLRE_02G119800V5,CHLRE_01G049750V5,CHLRE_08G371150V5,CHLRE_12G541500V5,,CHLRE_02G076950V5,CHLRE_04G228925V5,CHLRE_01G026150V5,CHLRE_01G026350V5
CHLRE_02G082100V5,CHLRE_03G187850V5,CHLRE_10G420400V5,CHLRE_02G119850V5,CHLRE_02G119850V5,CHLRE_01G049826V5,CHLRE_08G371250V5,CHLRE_12G541100V5,,CHLRE_02G077500V5,CHLRE_04G229000V5,CHLRE_01G026200V5,CHLRE_01G026500V5
CHLRE_02G082150V5,CHLRE_03G189300V5,CHLRE_10G420500V5,CHLRE_09G387150V5,CHLRE_02G120250V5,CHLRE_01G050500V5,CHLRE_08G371350V5,CHLRE_12G558353V5,,CHLRE_02G077550V5,CHLRE_04G232602V5,CHLRE_01G026250V5,CHLRE_01G026700V5
CHLRE_02G082825V5,CHLRE_03G189650V5,CHLRE_10G420512V5,CHLRE_09G387450V5,CHLRE_09G387700V5,CHLRE_01G050900V5,CHLRE_08G373878V5,CHLRE_13G566000V5,,CHLRE_02G077650V5,CHLRE_04G232702V5,CHLRE_01G026300V5,CHLRE_01G026750V5
CHLRE_02G084250V5,CHLRE_03G193250V5,CHLRE_10G426292V5,CHLRE_09G387950V5,CHLRE_09G387750V5,CHLRE_01G050950V5,CHLRE_08G376250V5,CHLRE_13G569651V5,,CHLRE_02G078400V5,CHLRE_04G232802V5,CHLRE_01G026400V5,CHLRE_01G027300V5
CHLRE_02G084900V5,CHLRE_03G194150V5,CHLRE_10G426950V5,CHLRE_09G389100V5,CHLRE_09G388700V5,CHLRE_01G051050V5,CHLRE_08G385650V5,CHLRE_13G570751V5,,CHLRE_02G078885V5,CHLRE_05G243150V5,CHLRE_01G026450V5,CHLRE_01G027350V5
CHLRE_02G085100V5,CHLRE_03G196250V5,CHLRE_10G430850V5,CHLRE_09G389500V5,CHLRE_09G389900V5,CHLRE_01G051211V5,CHLRE_09G404900V5,CHLRE_13G570801V5,,CHLRE_02G078950V5,CHLRE_05G244300V5,CHLRE_01G026500V5,CHLRE_01G027400V5
CHLRE_02G085400V5,CHLRE_03G197150V5,CHLRE_10G431700V5,CHLRE_09G389900V5,CHLRE_09G390000V5,CHLRE_01G051350V5,CHLRE_09G399912V5,CHLRE_13G573250V5,,CHLRE_02G079450V5,CHLRE_05G245100V5,CHLRE_01G026600V5,CHLRE_01G028200V5
CHLRE_02G085850V5,CHLRE_03G207600V5,CHLRE_10G440200V5,CHLRE_09G390050V5,CHLRE_09G387060V5,CHLRE_01G051550V5,CHLRE_09G399400V5,CHLRE_13G574400V5,,CHLRE_02G079500V5,CHLRE_05G246900V5,CHLRE_01G026700V5,CHLRE_01G028500V5
CHLRE_02G086600V5,CHLRE_03G204500V5,CHLRE_10G440250V5,CHLRE_09G387430V5,CHLRE_09G387430V5,CHLRE_01G051800V5,CHLRE_09G406200V5,CHLRE_13G576250V5,,CHLRE_02G079800V5,CHLRE_05G241631V5,CHLRE_01G026750V5,CHLRE_01G028600V5
CHLRE_02G087000V5,CHLRE_03G203700V5,CHLRE_10G443000V5,CHLRE_09G387912V5,CHLRE_09G387578V5,CHLRE_01G052000V5,CHLRE_10G421700V5,CHLRE_13G590800V5,,CHLRE_02G081500V5,CHLRE_05G241655V5,CHLRE_01G027100V5,CHLRE_01G029100V5
CHLRE_02G087324V5,CHLRE_03G203500V5,CHLRE_10G446350V5,CHLRE_09G388393V5,CHLRE_09G387726V5,CHLRE_01G053200V5,CHLRE_10G422150V5,CHLRE_13G591851V5,,CHLRE_02G082350V5,CHLRE_05G234500V5,CHLRE_01G027150V5,CHLRE_01G029250V5
CHLRE_02G087350V5,CHLRE_03G201950V5,CHLRE_10G449550V5,CHLRE_09G389578V5,CHLRE_09G388134V5,CHLRE_01G053288V5,CHLRE_10G425050V5,CHLRE_13G605200V5,,CHLRE_02G084250V5,CHLRE_05G234600V5,CHLRE_01G027200V5,CHLRE_01G029700V5
CHLRE_02G087500V5,CHLRE_03G199050V5,CHLRE_10G452250V5,CHLRE_09G389912V5,CHLRE_09G388430V5,CHLRE_01G053600V5,CHLRE_10G426292V5,CHLRE_14G612100V5,,CHLRE_02G084750V5,CHLRE_05G234661V5,CHLRE_01G027250V5,CHLRE_01G030300V5
CHLRE_02G088250V5,CHLRE_03G211409V5,CHLRE_10G453300V5,CHLRE_09G389949V5,CHLRE_09G390023V5,CHLRE_01G053700V5,CHLRE_10G429450V5,CHLRE_14G613750V5,,CHLRE_02G085100V5,CHLRE_05G235850V5,CHLRE_01G027350V5,CHLRE_01G030650V5
CHLRE_02G089500V5,CHLRE_03G206817V5,CHLRE_10G458100V5,CHLRE_09G389986V5,CHLRE_09G390912V5,CHLRE_01G054200V5,CHLRE_10G438300V5,CHLRE_14G618860V5,,CHLRE_02G085200V5,CHLRE_05G236039V5,CHLRE_01G027450V5,CHLRE_01G030700V5
CHLRE_02G091050V5,CHLRE_03G199087V5,CHLRE_10G458600V5,CHLRE_09G390023V5,CHLRE_09G391801V5,CHLRE_01G054550V5,CHLRE_10G438400V5,CHLRE_14G623100V5,,CHLRE_02G086600V5,CHLRE_05G236400V5,CHLRE_01G027500V5,CHLRE_01G030750V5
CHLRE_02G091250V5,CHLRE_04G217930V5,CHLRE_10G458700V5,CHLRE_09G390097V5,CHLRE_09G392023V5,CHLRE_01G055404V5,CHLRE_10G442500V5,CHLRE_14G628752V5,,CHLRE_02G087150V5,CHLRE_05G237100V5,CHLRE_01G027800V5,CHLRE_01G031004V5
CHLRE_02G091300V5,CHLRE_04G217946V5,CHLRE_10G460100V5,CHLRE_09G390912V5,CHLRE_09G392171V5,CHLRE_01G055412V5,CHLRE_10G442550V5,CHLRE_14G630871V5,,CHLRE_02G087700V5,CHLRE_05G238100V5,CHLRE_01G027850V5,CHLRE_01G031650V5
CHLRE_02G091567V5,CHLRE_04G215900V5,CHLRE_10G463900V5,CHLRE_09G391208V5,CHLRE_02G147450V5,CHLRE_01G055432V5,CHLRE_10G444000V5,CHLRE_15G635200V5,,CHLRE_02G087850V5,CHLRE_05G238311V5,CHLRE_01G027900V5,CHLRE_01G031800V5
CHLRE_02G093750V5,CHLRE_04G215700V5,CHLRE_11G467603V5,CHLRE_09G391801V5,CHLRE_02G147301V5,CHLRE_01G055465V5,CHLRE_10G448900V5,CHLRE_15G636800V5,,CHLRE_02G088000V5,CHLRE_05G238500V5,CHLRE_01G028150V5,CHLRE_01G031850V5
CHLRE_02G093800V5,CHLRE_04G215350V5,CHLRE_11G467615V5,CHLRE_09G392208V5,CHLRE_02G146850V5,CHLRE_01G055500V5,CHLRE_10G450950V5,CHLRE_16G650151V5,,CHLRE_02G088250V5,CHLRE_05G239450V5,CHLRE_01G028200V5,CHLRE_01G032050V5
CHLRE_02G093975V5,CHLRE_04G221550V5,CHLRE_02G095151V5,CHLRE_09G392393V5,CHLRE_02G145050V5,CHLRE_01G055550V5,CHLRE_10G451200V5,CHLRE_16G659900V5,,CHLRE_02G088500V5,CHLRE_05G239700V5,CHLRE_01G028400V5,CHLRE_01G032200V5
